episode:1, reward: -50, mean reward: -4.71, score: -47.06290235175012, epsilon: 0.9902088059587222, total steps: 519
episode:2747, reward: -50, mean reward: -2.93, score: -49.87470247322848, epsilon: 0.6538476823515809, total steps: 22658
episode:2748, reward: -50, mean reward: -9.89, score: -49.42751339138563, epsilon: 0.6537873006024835, total steps: 22663
episode:2749, reward: -50, mean reward: -6.0, score: -48.02986618917882, epsilon: 0.6536907023624524, total steps: 22671
episode:2750, reward: -50, mean reward: -7.94, score: -47.61295244677852, epsilon: 0.6536182638245681, total steps: 22677
episode:2751, reward: -50, mean reward: -3.88, score: -46.5281269029039, epsilon: 0.6534734128240656, total steps: 22689
episode:2752, reward: -50, mean reward: -8.05, score: -48.274824234313385, epsilon: 0.6534010003593614, total steps: 22695
episode:2753, reward: -50, mean reward: -8.3, score: -49.802137685492056, epsilon: 0.6533285965836317, total steps: 22701
episode:2754, reward: -50, mean reward: -9.88, score: -49.38654675000642, epsilon: 0.6532682667405157, total steps: 22706
episode:2755, reward: -50, mean reward: -3.23, score: -48.48884915915472, epsilon: 0.6530873134048512, total steps: 22721
episode:2756, reward: -50, mean reward: -16.69, score: -50.0635492370637, epsilon: 0.6530511292515823, total steps: 22724
episode:2757, reward: -50, mean reward: -5.91, score: -47.24782015166897, epsilon: 0.6529546487895449, total steps: 22732
episode:2758, reward: -50, mean reward: -2.65, score: -45.10762306314675, epsilon: 0.6527496790557857, total steps: 22749
episode:2759, reward: -50, mean reward: -6.06, score: -48.48731758861572, epsilon: 0.6526532468219212, total steps: 22757
episode:2760, reward: -50, mean reward: -3.69, score: -47.92407585890103, epsilon: 0.652496577345662, total steps: 22770
episode:2761, reward: -50, mean reward: -7.1, score: -49.67174001578, epsilon: 0.6524122337290246, total steps: 22777
episode:2762, reward: -50, mean reward: -5.21, score: -46.85433442105488, epsilon: 0.652303809285446, total steps: 22786
episode:2763, reward: -50, mean reward: -2.39, score: -47.84005534588217, epsilon: 0.6520629359396126, total steps: 22806
episode:2764, reward: -50, mean reward: -16.68, score: -50.03709503456143, epsilon: 0.6520268132471478, total steps: 22809
episode:2765, reward: -50, mean reward: -8.15, score: -48.89665482871179, epsilon: 0.6519545743639779, total steps: 22815
episode:2766, reward: -50, mean reward: -12.68, score: -50.70000451278298, epsilon: 0.6519064199242319, total steps: 22819
episode:2767, reward: -50, mean reward: -5.24, score: -47.178797205354144, epsilon: 0.6517980865189446, total steps: 22828
episode:2768, reward: -50, mean reward: -7.16, score: -50.128142836804685, epsilon: 0.651713840684178, total steps: 22835
episode:2769, reward: -50, mean reward: -6.06, score: -48.5075319439468, epsilon: 0.6516175741711949, total steps: 22843
episode:2770, reward: -50, mean reward: -8.16, score: -48.93608333565459, epsilon: 0.6515453843937676, total steps: 22849
episode:2771, reward: -50, mean reward: -2.74, score: -46.58532264437944, epsilon: 0.6513408937284569, total steps: 22866
episode:2772, reward: -50, mean reward: -8.05, score: -48.32935013364937, epsilon: 0.6512687371506907, total steps: 22872
episode:2773, reward: -50, mean reward: -2.46, score: -46.6886240804029, epsilon: 0.651040298436678, total steps: 22891
episode:2774, reward: -50, mean reward: -12.7, score: -50.80703197724806, epsilon: 0.6509922171360807, total steps: 22895
episode:2775, reward: -50, mean reward: -4.36, score: -47.911740626804445, epsilon: 0.6508600133912559, total steps: 22906
episode:2776, reward: -50, mean reward: -5.66, score: -50.92649919954167, epsilon: 0.6507518683221937, total steps: 22915
episode:2777, reward: -50, mean reward: -5.56, score: -49.99784661708759, epsilon: 0.650643742717492, total steps: 22924
episode:2778, reward: -50, mean reward: -3.0, score: -47.95639925494527, epsilon: 0.650451567469502, total steps: 22940
episode:2779, reward: -50, mean reward: -8.47, score: -50.79014269586652, epsilon: 0.6503795176044841, total steps: 22946
episode:2780, reward: -50, mean reward: -3.09, score: -46.39269643515235, epsilon: 0.6501994307635794, total steps: 22961
episode:2781, reward: -50, mean reward: -2.74, score: -46.5921569760825, epsilon: 0.6499953976447156, total steps: 22978
episode:2782, reward: -50, mean reward: -6.22, score: -49.76385240595302, epsilon: 0.649899406060624, total steps: 22986
episode:2783, reward: -50, mean reward: -3.25, score: -45.530970194794826, epsilon: 0.649731457740789, total steps: 23000
episode:2784, reward: -50, mean reward: -6.04, score: -48.30667755671797, epsilon: 0.6496355083837038, total steps: 23008
episode:2785, reward: -50, mean reward: -9.99, score: -49.95400428226699, epsilon: 0.649575547830943, total steps: 23013
episode:2786, reward: -50, mean reward: -4.13, score: -49.61927510608985, epsilon: 0.649431666965858, total steps: 23025
episode:2787, reward: -50, mean reward: -3.02, score: -48.276626346868625, epsilon: 0.6492398795200569, total steps: 23041
episode:2788, reward: -50, mean reward: -9.71, score: -48.56762337629712, epsilon: 0.6491799585282043, total steps: 23046
episode:2789, reward: -50, mean reward: -6.07, score: -48.57137220310329, epsilon: 0.6490840974039342, total steps: 23054
episode:2790, reward: -50, mean reward: -1.89, score: -45.44865515759854, epsilon: 0.6487966060406274, total steps: 23078
episode:2791, reward: -50, mean reward: -3.14, score: -47.114504816855046, epsilon: 0.6486169940019682, total steps: 23093
episode:2792, reward: -50, mean reward: -3.09, score: -46.2948441966809, epsilon: 0.6484374358388387, total steps: 23108
episode:2793, reward: -50, mean reward: -1.83, score: -43.962812494761, epsilon: 0.6481502547985996, total steps: 23132
episode:2794, reward: -50, mean reward: -7.95, score: -47.698532661298515, epsilon: 0.6480784810745334, total steps: 23138
episode:2795, reward: -50, mean reward: -4.58, score: -45.76141808963184, epsilon: 0.6479588773390906, total steps: 23148
episode:2796, reward: -50, mean reward: -5.55, score: -49.95584781877848, epsilon: 0.6478512544275222, total steps: 23157
episode:2797, reward: -50, mean reward: -5.28, score: -47.491692692654425, epsilon: 0.6477436508863345, total steps: 23166
episode:2798, reward: -50, mean reward: -5.51, score: -49.57024532083843, epsilon: 0.6476360667120412, total steps: 23175
episode:2799, reward: -50, mean reward: -16.69, score: -50.05833320691592, epsilon: 0.6476002096237619, total steps: 23178
episode:2800, reward: -50, mean reward: -7.95, score: -47.72616095958398, epsilon: 0.6475285019011564, total steps: 23184
episode:2801, reward: -50, mean reward: -3.58, score: -46.53309175693337, epsilon: 0.6473731646853752, total steps: 23197
episode:2802, reward: -50, mean reward: -16.69, score: -50.06867046976144, epsilon: 0.6473373233707442, total steps: 23200
episode:2803, reward: -50, mean reward: -2.48, score: -49.52776905083955, epsilon: 0.6470984362220109, total steps: 23220
episode:2804, reward: -50, mean reward: -3.99, score: -47.91523171472691, epsilon: 0.6469551497923769, total steps: 23232
episode:2805, reward: -50, mean reward: -6.07, score: -48.55773532952441, epsilon: 0.6468596446090286, total steps: 23240
episode:2806, reward: -50, mean reward: -8.08, score: -48.48220056991022, epsilon: 0.646788025748893, total steps: 23246
episode:2807, reward: -50, mean reward: -5.3, score: -47.70333271750653, epsilon: 0.6466806135716442, total steps: 23255
episode:2808, reward: -50, mean reward: -2.26, score: -42.974903724916295, epsilon: 0.6464539180133709, total steps: 23274
episode:2809, reward: -50, mean reward: -4.21, score: -50.48068135117103, epsilon: 0.6463107862495464, total steps: 23286
episode:2810, reward: -50, mean reward: -4.78, score: -47.828354034284835, epsilon: 0.6461915360177172, total steps: 23296
episode:2811, reward: -50, mean reward: -6.18, score: -49.44379909373254, epsilon: 0.646096153002799, total steps: 23304
episode:2812, reward: -50, mean reward: -5.07, score: -50.715530708220776, epsilon: 0.6459769456933268, total steps: 23314
episode:2813, reward: -50, mean reward: -7.18, score: -50.23223729570857, epsilon: 0.6458935147612312, total steps: 23321
episode:2814, reward: -50, mean reward: -3.01, score: -48.101775139861395, epsilon: 0.6457028593430014, total steps: 23337
episode:2815, reward: -50, mean reward: -8.13, score: -48.77688013875458, epsilon: 0.6456313792887693, total steps: 23343
episode:2816, reward: -50, mean reward: -9.7, score: -48.484254676026666, epsilon: 0.6455718191288982, total steps: 23348
episode:2817, reward: -50, mean reward: -2.72, score: -46.29921155173928, epsilon: 0.6453693591305444, total steps: 23365
episode:2818, reward: -50, mean reward: -2.56, score: -46.13398236271229, epsilon: 0.6451550647365627, total steps: 23383
episode:2819, reward: -50, mean reward: -3.11, score: -49.7140131226757, epsilon: 0.6449646455845361, total steps: 23399
episode:2820, reward: -50, mean reward: -7.08, score: -49.55745313624763, epsilon: 0.6448813563645358, total steps: 23406
episode:2821, reward: -50, mean reward: -3.76, score: -48.85402918157735, epsilon: 0.6447267073171283, total steps: 23419
episode:2822, reward: -50, mean reward: -6.19, score: -49.51872832584757, epsilon: 0.6446315586560535, total steps: 23427
episode:2823, reward: -50, mean reward: -3.75, score: -48.771900634002996, epsilon: 0.6444769745476079, total steps: 23440
episode:2824, reward: -50, mean reward: -2.05, score: -45.18094831858774, epsilon: 0.6442154622157389, total steps: 23462
episode:2825, reward: -50, mean reward: -4.19, score: -50.303544311997264, epsilon: 0.6440728676168435, total steps: 23474
episode:2826, reward: -50, mean reward: -2.05, score: -42.953945285198934, epsilon: 0.6438234094023365, total steps: 23495
episode:2827, reward: -50, mean reward: -6.01, score: -48.06280809805233, epsilon: 0.6437284052573665, total steps: 23503
episode:2828, reward: -50, mean reward: -3.09, score: -49.402450322782805, epsilon: 0.6435384425633361, total steps: 23519
episode:2829, reward: -50, mean reward: -7.83, score: -46.993377179005435, epsilon: 0.6434672222235344, total steps: 23525
episode:2830, reward: -50, mean reward: -5.23, score: -47.104549930083174, epsilon: 0.6433604077371263, total steps: 23534
episode:2831, reward: -50, mean reward: -2.88, score: -46.10043571839727, epsilon: 0.643170562783463, total steps: 23550
episode:2832, reward: -50, mean reward: -3.95, score: -47.451936429184464, epsilon: 0.6430282189303407, total steps: 23562
episode:2833, reward: -50, mean reward: -3.22, score: -48.25035663970672, epsilon: 0.6428503371482629, total steps: 23577
episode:2834, reward: -50, mean reward: -3.14, score: -47.040041660376794, epsilon: 0.642672508722716, total steps: 23592
episode:2835, reward: -50, mean reward: -3.97, score: -47.616224667927206, epsilon: 0.6425302843882255, total steps: 23604
episode:2836, reward: -50, mean reward: -4.85, score: -48.53544993771221, epsilon: 0.6424117901811635, total steps: 23614
episode:2837, reward: -50, mean reward: -6.24, score: -49.94934227946386, epsilon: 0.6423170118772009, total steps: 23622
episode:2838, reward: -50, mean reward: -3.7, score: -48.15248221104335, epsilon: 0.6421630294726929, total steps: 23635
episode:2839, reward: -50, mean reward: -7.88, score: -47.254404684229605, epsilon: 0.6420919741725595, total steps: 23641
episode:2840, reward: -50, mean reward: -10.12, score: -50.60634458364437, epsilon: 0.6420327679355033, total steps: 23646
episode:2841, reward: -50, mean reward: -6.16, score: -49.27557340440075, epsilon: 0.641938050270249, total steps: 23654
episode:2842, reward: -50, mean reward: -16.68, score: -50.04229182816424, epsilon: 0.6419025350526999, total steps: 23657
episode:2843, reward: -50, mean reward: -10.0, score: -50.003848356354354, epsilon: 0.6418433477586087, total steps: 23662
episode:2844, reward: -50, mean reward: -4.74, score: -47.4105054029388, epsilon: 0.6417249909251349, total steps: 23672
episode:2845, reward: -50, mean reward: -2.38, score: -45.25239309371651, epsilon: 0.6415001781457167, total steps: 23691
episode:2846, reward: -50, mean reward: -5.39, score: -48.53450548375801, epsilon: 0.6413937176953783, total steps: 23700
episode:2847, reward: -50, mean reward: -16.7, score: -50.09693391677496, epsilon: 0.641358235136804, total steps: 23703
episode:2848, reward: -50, mean reward: -9.72, score: -48.60161496625885, epsilon: 0.641299102269983, total steps: 23708
episode:2849, reward: -50, mean reward: -4.18, score: -50.1845212643143, epsilon: 0.64115720751349, total steps: 23720
episode:2850, reward: -50, mean reward: -2.9, score: -46.38489107249269, epsilon: 0.6409680674711066, total steps: 23736
episode:2851, reward: -50, mean reward: -12.68, score: -50.7342583455421, epsilon: 0.6409207919167562, total steps: 23740
episode:2852, reward: -50, mean reward: -2.03, score: -46.58414998101251, epsilon: 0.6406490308623092, total steps: 23763
episode:2853, reward: -50, mean reward: -3.97, score: -47.59706341948979, epsilon: 0.6405072921042335, total steps: 23775
episode:2854, reward: -50, mean reward: -7.95, score: -47.72474580528544, epsilon: 0.6404364354806634, total steps: 23781
episode:2855, reward: -50, mean reward: -2.67, score: -48.13550811328258, epsilon: 0.6402239166195806, total steps: 23799
episode:2856, reward: -50, mean reward: -2.6, score: -46.88017053936945, epsilon: 0.640011474251518, total steps: 23817
episode:2857, reward: -50, mean reward: -3.01, score: -48.13318618853444, epsilon: 0.6398227007851232, total steps: 23833
episode:2858, reward: -50, mean reward: -4.39, score: -48.23648868895317, epsilon: 0.639692954063613, total steps: 23844
episode:2859, reward: -50, mean reward: -2.87, score: -48.746097740569226, epsilon: 0.6394924925396217, total steps: 23861
episode:2860, reward: -50, mean reward: -5.31, score: -47.80651711397268, epsilon: 0.6393863934401699, total steps: 23870
episode:2861, reward: -50, mean reward: -8.17, score: -49.0373729402407, epsilon: 0.6393156713163695, total steps: 23876
episode:2862, reward: -50, mean reward: -3.77, score: -48.990638462956724, epsilon: 0.6391624691589707, total steps: 23889
episode:2863, reward: -50, mean reward: -3.34, score: -46.827085571919476, epsilon: 0.6389975267606195, total steps: 23903
episode:2864, reward: -50, mean reward: -5.19, score: -46.69657681090439, epsilon: 0.6388915167469901, total steps: 23912
episode:2865, reward: -50, mean reward: -8.04, score: -48.23485318415955, epsilon: 0.6388208540048298, total steps: 23918
episode:2866, reward: -50, mean reward: -4.66, score: -51.30886831666314, epsilon: 0.6386913276653685, total steps: 23929
episode:2867, reward: -50, mean reward: -3.58, score: -46.484460887897285, epsilon: 0.638538287816218, total steps: 23942
episode:2868, reward: -50, mean reward: -5.52, score: -49.70580441585026, epsilon: 0.6384323604581593, total steps: 23951
episode:2869, reward: -50, mean reward: -5.29, score: -47.56607031187267, epsilon: 0.6383264521653091, total steps: 23960
episode:2870, reward: -50, mean reward: -3.44, score: -48.159927980042475, epsilon: 0.6381617438189475, total steps: 23974
episode:2871, reward: -50, mean reward: -1.84, score: -42.3291211089761, epsilon: 0.6378912516347627, total steps: 23997
episode:2872, reward: -50, mean reward: -6.05, score: -48.36104970766348, epsilon: 0.6377971965591079, total steps: 24005
episode:2873, reward: -50, mean reward: -5.28, score: -47.49704457397323, epsilon: 0.6376914025854705, total steps: 24014
episode:2874, reward: -50, mean reward: -12.27, score: -49.099993636762264, epsilon: 0.637644389153826, total steps: 24018
episode:2875, reward: -50, mean reward: -5.35, score: -48.143121055381776, epsilon: 0.6375386226830464, total steps: 24027
episode:2876, reward: -50, mean reward: -2.44, score: -48.74169158992927, epsilon: 0.6373036542307964, total steps: 24047
episode:2877, reward: -50, mean reward: -8.23, score: -49.37810980876323, epsilon: 0.6372331820207059, total steps: 24053
episode:2878, reward: -50, mean reward: -10.11, score: -50.5694342388707, epsilon: 0.6371744616385718, total steps: 24058
episode:2879, reward: -50, mean reward: -5.97, score: -47.7608108051848, epsilon: 0.6370805212401419, total steps: 24066
episode:2880, reward: -50, mean reward: -3.04, score: -48.58706779961083, epsilon: 0.6368926855286619, total steps: 24082
episode:2881, reward: -50, mean reward: -5.22, score: -46.95054993313325, epsilon: 0.6367870543523578, total steps: 24091
episode:2882, reward: -50, mean reward: -3.55, score: -49.70889426819334, epsilon: 0.636622776977045, total steps: 24105
episode:2883, reward: -50, mean reward: -8.46, score: -50.75721108513157, epsilon: 0.6365523864673227, total steps: 24111
episode:2884, reward: -50, mean reward: -2.96, score: -47.38674741460824, epsilon: 0.6363647197319322, total steps: 24127
episode:2885, reward: -50, mean reward: -4.6, score: -50.558217242902515, epsilon: 0.6362357336825769, total steps: 24138
episode:2886, reward: -50, mean reward: -5.35, score: -48.14090344033142, epsilon: 0.6361302207469631, total steps: 24147
episode:2887, reward: -50, mean reward: -1.78, score: -42.83142079502818, epsilon: 0.6358489457524038, total steps: 24171
episode:2888, reward: -50, mean reward: -10.28, score: -51.41183618432544, epsilon: 0.6357903637869756, total steps: 24176
episode:2889, reward: -50, mean reward: -3.75, score: -44.95152769956685, epsilon: 0.6356497909690796, total steps: 24188
episode:2890, reward: -50, mean reward: -2.15, score: -49.519235177868666, epsilon: 0.635380454017482, total steps: 24211
episode:2891, reward: -50, mean reward: -5.3, score: -47.67154779775473, epsilon: 0.6352750950183533, total steps: 24220
episode:2892, reward: -50, mean reward: -5.01, score: -50.11234246088154, epsilon: 0.6351580517040711, total steps: 24230
episode:2893, reward: -50, mean reward: -7.98, score: -47.85257992848183, epsilon: 0.6350878369508361, total steps: 24236
episode:2894, reward: -50, mean reward: -12.26, score: -49.059231990969536, epsilon: 0.6350410317961113, total steps: 24240
episode:2895, reward: -50, mean reward: -5.1, score: -45.942128686496666, epsilon: 0.634935733887484, total steps: 24249
episode:2896, reward: -50, mean reward: -4.82, score: -48.18893788713943, epsilon: 0.6348187584386413, total steps: 24259
episode:2897, reward: -50, mean reward: -8.47, score: -50.80108887728542, epsilon: 0.6347485843981553, total steps: 24265
episode:2898, reward: -50, mean reward: -4.16, score: -49.959619999109854, epsilon: 0.6346082615773119, total steps: 24277
episode:2899, reward: -50, mean reward: -6.16, score: -49.27681625200597, epsilon: 0.6345147317380462, total steps: 24285
episode:2900, reward: -50, mean reward: -2.49, score: -47.3693523450984, epsilon: 0.6342926583366042, total steps: 24304
episode:2901, reward: -50, mean reward: -12.26, score: -49.02887015486709, epsilon: 0.634245916793624, total steps: 24308
episode:2902, reward: -50, mean reward: -7.91, score: -47.447009479486745, epsilon: 0.634175811490011, total steps: 24314
episode:2903, reward: -50, mean reward: -4.26, score: -46.86815373376029, epsilon: 0.6340473069475012, total steps: 24325
episode:2904, reward: -50, mean reward: -3.59, score: -46.698100071838695, epsilon: 0.6338954743867831, total steps: 24338
episode:2905, reward: -50, mean reward: -7.3, score: -51.12001579902741, epsilon: 0.6338137347422776, total steps: 24345
episode:2906, reward: -50, mean reward: -12.28, score: -49.13214619835172, epsilon: 0.6337670315116524, total steps: 24349
episode:2907, reward: -50, mean reward: -8.06, score: -48.35591867849766, epsilon: 0.6336969836708255, total steps: 24355
episode:2908, reward: -50, mean reward: -3.12, score: -46.840042624042596, epsilon: 0.633521900839462, total steps: 24370
episode:2909, reward: -50, mean reward: -7.0, score: -48.990061680512014, epsilon: 0.6334402134915922, total steps: 24377
episode:2910, reward: -50, mean reward: -12.71, score: -50.827115537765664, epsilon: 0.6333935401414718, total steps: 24381
episode:2911, reward: -50, mean reward: -12.69, score: -50.761355035952974, epsilon: 0.6333468705250701, total steps: 24385
episode:2912, reward: -50, mean reward: -2.2, score: -43.92538041108917, epsilon: 0.633113578438388, total steps: 24405
episode:2913, reward: -50, mean reward: -16.68, score: -50.04801271006443, epsilon: 0.633078592673265, total steps: 24408
episode:2914, reward: -50, mean reward: -3.56, score: -46.21578234119518, epsilon: 0.6329270119455186, total steps: 24421
episode:2915, reward: -50, mean reward: -4.63, score: -50.957920253331466, epsilon: 0.6327987821086898, total steps: 24432
episode:2916, reward: -50, mean reward: -2.87, score: -48.790770404749985, epsilon: 0.6326006642047249, total steps: 24449
episode:2917, reward: -50, mean reward: -3.78, score: -49.12751947941214, epsilon: 0.6324492077222278, total steps: 24462
episode:2918, reward: -50, mean reward: -5.64, score: -50.78247843571215, epsilon: 0.6323443762999488, total steps: 24471
episode:2919, reward: -50, mean reward: -8.07, score: -48.41777668954761, epsilon: 0.6322744991675046, total steps: 24477
episode:2920, reward: -50, mean reward: -5.98, score: -47.80244113151215, epsilon: 0.6321813427003539, total steps: 24485
episode:2921, reward: -50, mean reward: -3.07, score: -46.020670014873716, epsilon: 0.6320067144930845, total steps: 24500
episode:2922, reward: -50, mean reward: -12.26, score: -49.050585329400974, epsilon: 0.6319601558182969, total steps: 24504
episode:2923, reward: -50, mean reward: -2.74, score: -46.61292443560938, epsilon: 0.6317623229988037, total steps: 24521
episode:2924, reward: -50, mean reward: -7.96, score: -47.74381919776381, epsilon: 0.6316925157085652, total steps: 24527
episode:2925, reward: -50, mean reward: -5.27, score: -47.44816932213144, epsilon: 0.631587820478591, total steps: 24536
episode:2926, reward: -50, mean reward: -3.13, score: -46.898888099363226, epsilon: 0.6314133703012824, total steps: 24551
episode:2927, reward: -50, mean reward: -3.73, score: -48.45929126877084, epsilon: 0.6312622224750729, total steps: 24564
episode:2928, reward: -50, mean reward: -6.14, score: -49.11782769346805, epsilon: 0.6311692279592366, total steps: 24572
episode:2929, reward: -50, mean reward: -10.22, score: -51.089592271143985, epsilon: 0.6311111139421899, total steps: 24577
episode:2930, reward: -50, mean reward: -1.78, score: -42.6376254838332, epsilon: 0.6308322475407883, total steps: 24601
episode:2931, reward: -50, mean reward: -2.7, score: -51.31571000975501, epsilon: 0.6306115732174996, total steps: 24620
episode:2932, reward: -50, mean reward: -1.72, score: -48.29982756627088, epsilon: 0.6302865217594008, total steps: 24648
episode:2933, reward: -50, mean reward: -2.87, score: -45.907109810452525, epsilon: 0.6301008597799388, total steps: 24664
episode:2934, reward: -50, mean reward: -12.27, score: -49.07312460161211, epsilon: 0.6300544535674296, total steps: 24668
episode:2935, reward: -50, mean reward: -2.52, score: -50.44435584948152, epsilon: 0.6298224781841724, total steps: 24688
episode:2936, reward: -50, mean reward: -1.99, score: -47.82539889544471, epsilon: 0.6295442301795074, total steps: 24712
episode:2937, reward: -50, mean reward: -5.2, score: -46.777456535716254, epsilon: 0.6294399216061284, total steps: 24721
episode:2938, reward: -50, mean reward: -2.87, score: -45.97874912972796, epsilon: 0.629254530495374, total steps: 24737
episode:2939, reward: -50, mean reward: -4.9, score: -49.028117252286094, epsilon: 0.6291386911735933, total steps: 24747
episode:2940, reward: -50, mean reward: -1.75, score: -49.09181748315641, epsilon: 0.6288144642985343, total steps: 24775
episode:2941, reward: -50, mean reward: -3.61, score: -46.91437616677508, epsilon: 0.6286639921000501, total steps: 24788
episode:2942, reward: -50, mean reward: -12.24, score: -48.95632781810096, epsilon: 0.6286177008323576, total steps: 24792
episode:2943, reward: -50, mean reward: -2.89, score: -46.28965491204777, epsilon: 0.6284325727901576, total steps: 24808
episode:2944, reward: -50, mean reward: -16.69, score: -50.06368526974792, epsilon: 0.6283978678769482, total steps: 24811
episode:2945, reward: -50, mean reward: -6.08, score: -48.63833333808742, epsilon: 0.6283053316211855, total steps: 24819
episode:2946, reward: -50, mean reward: -2.51, score: -47.709596458191825, epsilon: 0.6280856173435262, total steps: 24838
episode:2947, reward: -50, mean reward: -9.84, score: -49.18025519141773, epsilon: 0.6280278116721236, total steps: 24843
episode:2948, reward: -50, mean reward: -9.97, score: -49.874962936713445, epsilon: 0.6279700117809991, total steps: 24848
episode:2949, reward: -50, mean reward: -12.24, score: -48.973132080851826, epsilon: 0.6279237760295114, total steps: 24852
episode:2950, reward: -50, mean reward: -6.41, score: -51.27561544287592, epsilon: 0.6278313156223765, total steps: 24860
episode:2951, reward: -50, mean reward: -6.16, score: -49.2854668213859, epsilon: 0.6277388700077233, total steps: 24868
episode:2952, reward: -50, mean reward: -12.29, score: -49.14808537135863, epsilon: 0.6276926527468377, total steps: 24872
episode:2953, reward: -50, mean reward: -3.85, score: -46.217953406658985, epsilon: 0.627554023146396, total steps: 24884
episode:2954, reward: -50, mean reward: -9.71, score: -48.54487911966767, epsilon: 0.6274962706317552, total steps: 24889
episode:2955, reward: -50, mean reward: -9.7, score: -48.50910029080225, epsilon: 0.6274385238920771, total steps: 24894
episode:2956, reward: -50, mean reward: -10.15, score: -50.73972638805108, epsilon: 0.6273807829267842, total steps: 24899
episode:2957, reward: -50, mean reward: -5.36, score: -48.20778757779412, epsilon: 0.6272768637388649, total steps: 24908
episode:2958, reward: -50, mean reward: -4.58, score: -50.408363037669204, epsilon: 0.6271498767979181, total steps: 24919
episode:2959, reward: -50, mean reward: -2.8, score: -47.52128966331761, epsilon: 0.6269536791952892, total steps: 24936
episode:2960, reward: -50, mean reward: -2.14, score: -47.18981052473436, epsilon: 0.6266998754173693, total steps: 24958
episode:2961, reward: -50, mean reward: -4.94, score: -49.417386102960066, epsilon: 0.6265845469755144, total steps: 24968
episode:2962, reward: -50, mean reward: -8.16, score: -48.952191140676774, epsilon: 0.62651536098112, total steps: 24974
episode:2963, reward: -50, mean reward: -3.59, score: -46.67521313746114, epsilon: 0.6263654864717954, total steps: 24987
episode:2964, reward: -50, mean reward: -5.22, score: -47.01940104274626, epsilon: 0.6262617500207911, total steps: 24996
episode:2965, reward: -50, mean reward: -5.61, score: -50.515213518058545, epsilon: 0.6261580322406677, total steps: 25005
episode:2966, reward: -50, mean reward: -4.89, score: -48.865746623411766, epsilon: 0.6260428121566121, total steps: 25015
episode:2967, reward: -50, mean reward: -4.0, score: -48.036327799218725, epsilon: 0.6259045784704003, total steps: 25027
episode:2968, reward: -50, mean reward: -5.56, score: -50.023556579588444, epsilon: 0.62580092497537, total steps: 25036
episode:2969, reward: -50, mean reward: -16.69, score: -50.0585359346216, epsilon: 0.6257663779562924, total steps: 25039
episode:2970, reward: -50, mean reward: -8.0, score: -47.97433282368833, epsilon: 0.6256972901362897, total steps: 25045
episode:2971, reward: -50, mean reward: -3.24, score: -45.339030135470736, epsilon: 0.6255361174602792, total steps: 25059
episode:2972, reward: -50, mean reward: -6.52, score: -52.13758125456788, epsilon: 0.625444039047955, total steps: 25067
episode:2973, reward: -50, mean reward: -5.42, score: -48.749166975461414, epsilon: 0.6253404684425605, total steps: 25076
episode:2974, reward: -50, mean reward: -5.68, score: -51.129338353810695, epsilon: 0.6252369164781972, total steps: 25085
episode:2975, reward: -50, mean reward: -5.59, score: -50.330526493945044, epsilon: 0.6251333831515101, total steps: 25094
episode:2976, reward: -50, mean reward: -2.46, score: -46.67938467105813, epsilon: 0.6249148739852836, total steps: 25113
episode:2977, reward: -50, mean reward: -5.98, score: -47.85217814083221, epsilon: 0.6248228949639638, total steps: 25121
episode:2978, reward: -50, mean reward: -4.69, score: -46.8652278166497, epsilon: 0.6247079418806625, total steps: 25131
episode:2979, reward: -50, mean reward: -3.82, score: -49.62312537182569, epsilon: 0.6245585372392186, total steps: 25144
episode:2980, reward: -50, mean reward: -2.79, score: -44.59471200730068, epsilon: 0.6243747079215616, total steps: 25160
episode:2981, reward: -50, mean reward: -2.4, score: -47.981495933694205, epsilon: 0.6241450039822435, total steps: 25180
episode:2982, reward: -50, mean reward: -2.97, score: -47.47424119854428, epsilon: 0.623961306974058, total steps: 25196
episode:2983, reward: -50, mean reward: -2.41, score: -45.71771201524705, epsilon: 0.6237432431121658, total steps: 25215
episode:2984, reward: -50, mean reward: -10.13, score: -50.664923671128065, epsilon: 0.623685871656475, total steps: 25220
episode:2985, reward: -50, mean reward: -2.62, score: -44.6028964431384, epsilon: 0.6234908516153975, total steps: 25237
episode:2986, reward: -50, mean reward: -2.55, score: -48.44731841305394, epsilon: 0.6232729664925789, total steps: 25256
episode:2987, reward: -50, mean reward: -2.5, score: -50.019518857943496, epsilon: 0.623043703161705, total steps: 25276
episode:2988, reward: -50, mean reward: -12.68, score: -50.71335639202216, epsilon: 0.6229978614991429, total steps: 25280
episode:2989, reward: -50, mean reward: -3.69, score: -47.93997586122158, epsilon: 0.6228489014208024, total steps: 25293
episode:2990, reward: -50, mean reward: -2.25, score: -44.9035470952197, epsilon: 0.6226198076820365, total steps: 25313
episode:2991, reward: -50, mean reward: -2.88, score: -46.10046963768237, epsilon: 0.6224365986585854, total steps: 25329
episode:2992, reward: -50, mean reward: -5.12, score: -51.21715151263271, epsilon: 0.6223221227868224, total steps: 25339
episode:2993, reward: -50, mean reward: -7.31, score: -51.13716957344148, epsilon: 0.6222420032981273, total steps: 25346
episode:2994, reward: -50, mean reward: -5.45, score: -49.06429516750586, epsilon: 0.6221390090072979, total steps: 25355
episode:2995, reward: -50, mean reward: -4.01, score: -48.06617210885303, epsilon: 0.6220017121214214, total steps: 25367
